HOG	OG	Gene Tree Parent Clade	53503-Pc.singCopy	uniProt.taxonomy_id_500485
N0.HOG0002466	OG0002329	-	53503-Pc.00g012290.m01.polypeptide.OG0003295	Pc21g07170
N0.HOG0002467	OG0002330	-	53503-Pc.00g012310.m01.polypeptide.OG0003296	Pc21g07190
N0.HOG0002468	OG0002331	-	53503-Pc.00g012330.m01.polypeptide.OG0003297	Pc21g07210
N0.HOG0002469	OG0002332	-	53503-Pc.00g012350.m01.polypeptide.OG0003298	Pc21g07230
N0.HOG0002470	OG0002333	-	53503-Pc.00g012370.m01.polypeptide.OG0003300	Pc21g07270
N0.HOG0002471	OG0002334	-	53503-Pc.00g012380.m01.polypeptide.OG0003301	Pc21g07280
N0.HOG0002472	OG0002335	-	53503-Pc.00g012410.m01.polypeptide.OG0003302	Pc21g07330
N0.HOG0002473	OG0002336	-	53503-Pc.00g012430.m01.polypeptide.OG0003303	Pc21g07350
N0.HOG0002474	OG0002337	-	53503-Pc.00g012440.m01.polypeptide.OG0003304	Pc21g07360
N0.HOG0002475	OG0002338	-	53503-Pc.00g077150.m01.polypeptide.OG0003306	Pc21g07400
N0.HOG0002476	OG0002339	-	53503-Pc.00g077160.m01.polypeptide.OG0003307	Pc21g07420
N0.HOG0002477	OG0002340	-	53503-Pc.00g077170.m01.polypeptide.OG0003308	Pc21g07430
N0.HOG0002478	OG0002341	-	53503-Pc.00g077180.m01.polypeptide.OG0003309	Pc21g07440
N0.HOG0002479	OG0002342	-	53503-Pc.00g077190.m01.polypeptide.OG0003310	Pc21g07450
N0.HOG0002480	OG0002343	-	53503-Pc.00g077200.m01.polypeptide.OG0003311	Pc21g07460
N0.HOG0002481	OG0002344	-	53503-Pc.00g077210.m01.polypeptide.OG0003312	Pc21g07470
N0.HOG0002482	OG0002345	-	53503-Pc.00g059780.m01.polypeptide.OG0003313	Pc06g00750
N0.HOG0002483	OG0002346	-	53503-Pc.00g059790.m01.polypeptide.OG0003314	Pc06g00740
N0.HOG0002484	OG0002347	-	53503-Pc.00g059810.m01.polypeptide.OG0003315	Pc06g00710
N0.HOG0002485	OG0002348	-	53503-Pc.00g059830.m01.polypeptide.OG0003317	Pc06g00700
N0.HOG0002486	OG0002349	-	53503-Pc.00g086520.m01.polypeptide.OG0003319	Pc06g00910
N0.HOG0002487	OG0002350	-	53503-Pc.00g086500.m01.polypeptide.OG0003320	Pc06g00950
N0.HOG0002488	OG0002351	-	53503-Pc.00g087750.m01.polypeptide.OG0003321	Pc06g00960
N0.HOG0002489	OG0002352	-	53503-Pc.00g087730.m01.polypeptide.OG0003323	Pc06g00980
N0.HOG0002490	OG0002353	-	53503-Pc.00g089120.m01.polypeptide.OG0003324	Pc06g01050
N0.HOG0002491	OG0002354	-	53503-Pc.00g043960.m01.polypeptide.OG0003326	Pc21g21540
N0.HOG0002492	OG0002355	-	53503-Pc.00g010970.m01.polypeptide.OG0003327	Pc06g01240
N0.HOG0002493	OG0002356	-	53503-Pc.00g011000.m01.polypeptide.OG0003330	Pc06g01270
N0.HOG0002494	OG0002357	-	53503-Pc.00g046160.m01.polypeptide.OG0003334	Pc22g13670
N0.HOG0002495	OG0002358	-	53503-Pc.00g046090.m01.polypeptide.OG0003336	Pc22g13590
N0.HOG0002496	OG0002359	-	53503-Pc.00g038710.m01.polypeptide.OG0003337	Pc22g13500
N0.HOG0002497	OG0002360	-	53503-Pc.00g076200.m01.polypeptide.OG0003338	Pc12g07080
N0.HOG0002498	OG0002361	-	53503-Pc.00g076190.m01.polypeptide.OG0003339	Pc12g07060
N0.HOG0002499	OG0002362	-	53503-Pc.00g078410.m01.polypeptide.OG0003340	Pc12g06970
N0.HOG0002500	OG0002363	-	53503-Pc.00g080810.m01.polypeptide.OG0003344	Pc12g06860
N0.HOG0002501	OG0002364	-	53503-Pc.00g080790.m01.polypeptide.OG0003345	Pc12g06840
N0.HOG0002502	OG0002365	-	53503-Pc.00g080780.m01.polypeptide.OG0003346	Pc12g06830
N0.HOG0002503	OG0002366	-	53503-Pc.00g059130.m01.polypeptide.OG0003347	Pc12g06780
N0.HOG0002504	OG0002367	-	53503-Pc.00g059120.m01.polypeptide.OG0003348	Pc12g06770
N0.HOG0002505	OG0002368	-	53503-Pc.00g059100.m01.polypeptide.OG0003349	Pc12g06750
N0.HOG0002506	OG0002369	-	53503-Pc.00g059090.m01.polypeptide.OG0003350	Pc12g06740
N0.HOG0002507	OG0002370	-	53503-Pc.00g059060.m01.polypeptide.OG0003351	Pc12g06690
N0.HOG0002508	OG0002371	-	53503-Pc.00g053140.m01.polypeptide.OG0003352	Pc21g18220
N0.HOG0002509	OG0002372	-	53503-Pc.00g053130.m01.polypeptide.OG0003353	Pc21g18210
N0.HOG0002510	OG0002373	-	53503-Pc.00g053090.m01.polypeptide.OG0003354	Pc21g18160
N0.HOG0002511	OG0002374	-	53503-Pc.00g053080.m01.polypeptide.OG0003355	Pc21g18150
N0.HOG0002512	OG0002375	-	53503-Pc.00g053070.m01.polypeptide.OG0003356	Pc21g18140
N0.HOG0002513	OG0002376	-	53503-Pc.00g067470.m01.polypeptide.OG0003357	Pc16g09840
N0.HOG0002514	OG0002377	-	53503-Pc.00g067500.m01.polypeptide.OG0003358	Pc16g09800
N0.HOG0002515	OG0002378	-	53503-Pc.00g067510.m01.polypeptide.OG0003359	Pc16g09790
N0.HOG0002516	OG0002379	-	53503-Pc.00g067520.m01.polypeptide.OG0003360	Pc16g09770
N0.HOG0002517	OG0002380	-	53503-Pc.00g015650.m01.polypeptide.OG0003361	Pc22g20500
N0.HOG0002518	OG0002381	-	53503-Pc.00g015710.m01.polypeptide.OG0003364	Pc22g20590
N0.HOG0002519	OG0002382	-	53503-Pc.00g015730.m01.polypeptide.OG0003366	Pc22g20610
N0.HOG0002520	OG0002383	-	53503-Pc.00g015760.m01.polypeptide.OG0003369	Pc22g20640
N0.HOG0002521	OG0002384	-	53503-Pc.00g015770.m01.polypeptide.OG0003370	Pc22g20650
N0.HOG0002522	OG0002385	-	53503-Pc.00g015780.m01.polypeptide.OG0003371	Pc22g20660
N0.HOG0002523	OG0002386	-	53503-Pc.00g015790.m01.polypeptide.OG0003372	Pc22g20670
N0.HOG0002524	OG0002387	-	53503-Pc.00g015820.m01.polypeptide.OG0003373	Pc22g20710
N0.HOG0002525	OG0002388	-	53503-Pc.00g096160.m01.polypeptide.OG0003375	Pc22g20790
N0.HOG0002526	OG0002389	-	53503-Pc.00g100930.m01.polypeptide.OG0003376	Pc22g20800
N0.HOG0002527	OG0002390	-	53503-Pc.00g042860.m01.polypeptide.OG0003378	Pc22g20820
N0.HOG0002528	OG0002391	-	53503-Pc.00g042870.m01.polypeptide.OG0003379	Pc22g20830
N0.HOG0002529	OG0002392	-	53503-Pc.00g022120.m01.polypeptide.OG0003380	Pc22g08140
N0.HOG0002530	OG0002393	-	53503-Pc.00g042880.m01.polypeptide.OG0003381	Pc22g20840
N0.HOG0002531	OG0002394	-	53503-Pc.00g042900.m01.polypeptide.OG0003382	Pc22g20860
N0.HOG0002532	OG0002395	-	53503-Pc.00g042890.m01.polypeptide.OG0003383	Pc22g20850
N0.HOG0002533	OG0002396	-	53503-Pc.00g002910.m01.polypeptide.OG0003384	Pc20g13900
N0.HOG0002534	OG0002397	-	53503-Pc.00g002920.m01.polypeptide.OG0003385	Pc20g13910
N0.HOG0002535	OG0002398	-	53503-Pc.00g043000.m01.polypeptide.OG0003387	Pc22g21010
N0.HOG0002536	OG0002399	-	53503-Pc.00g042990.m01.polypeptide.OG0003388	Pc22g20980
N0.HOG0002537	OG0002400	-	53503-Pc.00g042980.m01.polypeptide.OG0003389	Pc22g20970
N0.HOG0002538	OG0002401	-	53503-Pc.00g042970.m01.polypeptide.OG0003390	Pc22g20960
N0.HOG0002539	OG0002402	-	53503-Pc.00g047650.m01.polypeptide.OG0003392	Pc12g13250
N0.HOG0002540	OG0002403	-	53503-Pc.00g047500.m01.polypeptide.OG0003397	Pc12g13070
N0.HOG0002541	OG0002404	-	53503-Pc.00g047490.m01.polypeptide.OG0003398	Pc12g13060
N0.HOG0002542	OG0002405	-	53503-Pc.00g047460.m01.polypeptide.OG0003399	Pc12g13050
N0.HOG0002543	OG0002406	-	53503-Pc.00g047440.m01.polypeptide.OG0003400	Pc12g13030
N0.HOG0002544	OG0002407	-	53503-Pc.00g047430.m01.polypeptide.OG0003401	Pc12g13020
N0.HOG0002545	OG0002408	-	53503-Pc.00g080950.m01.polypeptide.OG0003402	Pc12g12980
N0.HOG0002546	OG0002409	-	53503-Pc.00g080930.m01.polypeptide.OG0003403	Pc12g12950
N0.HOG0002547	OG0002410	-	53503-Pc.00g080920.m01.polypeptide.OG0003404	Pc12g12940
N0.HOG0002548	OG0002411	-	53503-Pc.00g080880.m01.polypeptide.OG0003405	Pc12g12900
N0.HOG0002549	OG0002412	-	53503-Pc.00g091490.m01.polypeptide.OG0003408	Pc12g12840
N0.HOG0002550	OG0002413	-	53503-Pc.00g091500.m01.polypeptide.OG0003409	Pc12g12830
N0.HOG0002551	OG0002414	-	53503-Pc.00g089580.m01.polypeptide.OG0003410	Pc12g12820
N0.HOG0002552	OG0002415	-	53503-Pc.00g089620.m01.polypeptide.OG0003411	Pc12g12740
N0.HOG0002553	OG0002416	-	53503-Pc.00g089630.m01.polypeptide.OG0003412	Pc12g12720
N0.HOG0002554	OG0002417	-	53503-Pc.00g051420.m01.polypeptide.OG0003413	Pc12g12700
N0.HOG0002555	OG0002418	-	53503-Pc.00g051430.m01.polypeptide.OG0003414	Pc12g12690
N0.HOG0002556	OG0002419	-	53503-Pc.00g051440.m01.polypeptide.OG0003415	Pc12g12670
N0.HOG0002557	OG0002420	-	53503-Pc.00g051450.m01.polypeptide.OG0003416	Pc12g12660
N0.HOG0002558	OG0002421	-	53503-Pc.00g051460.m01.polypeptide.OG0003417	Pc12g12650
N0.HOG0002559	OG0002422	-	53503-Pc.00g051470.m01.polypeptide.OG0003418	Pc12g12640
N0.HOG0002560	OG0002423	-	53503-Pc.00g051480.m01.polypeptide.OG0003419	Pc12g12630
N0.HOG0002561	OG0002424	-	53503-Pc.00g051490.m01.polypeptide.OG0003420	Pc12g12610
N0.HOG0002562	OG0002425	-	53503-Pc.00g064090.m01.polypeptide.OG0003421	Pc16g08820
N0.HOG0002563	OG0002426	-	53503-Pc.00g064080.m01.polypeptide.OG0003422	Pc16g08810
N0.HOG0002564	OG0002427	-	53503-Pc.00g064020.m01.polypeptide.OG0003423	Pc16g08750
N0.HOG0002565	OG0002428	-	53503-Pc.00g001630.m01.polypeptide.OG0003427	Pc21g03140
N0.HOG0002566	OG0002429	-	53503-Pc.00g001620.m01.polypeptide.OG0003428	Pc21g03150
N0.HOG0002567	OG0002430	-	53503-Pc.00g001600.m01.polypeptide.OG0003430	Pc21g03170
N0.HOG0002568	OG0002431	-	53503-Pc.00g001590.m01.polypeptide.OG0003431	Pc21g03180
N0.HOG0002569	OG0002432	-	53503-Pc.00g001570.m01.polypeptide.OG0003434	Pc21g03200
N0.HOG0002570	OG0002433	-	53503-Pc.00g001550.m01.polypeptide.OG0003435	Pc21g03230
N0.HOG0002571	OG0002434	-	53503-Pc.00g001540.m01.polypeptide.OG0003436	Pc21g03240
N0.HOG0002572	OG0002435	-	53503-Pc.00g001530.m01.polypeptide.OG0003437	Pc21g03250
N0.HOG0002573	OG0002436	-	53503-Pc.00g001520.m01.polypeptide.OG0003438	Pc21g03260
N0.HOG0002574	OG0002437	-	53503-Pc.00g001510.m01.polypeptide.OG0003439	Pc21g03270
N0.HOG0002575	OG0002438	-	53503-Pc.00g001500.m01.polypeptide.OG0003440	Pc21g03290
N0.HOG0002576	OG0002439	-	53503-Pc.00g001490.m01.polypeptide.OG0003441	Pc21g03300
N0.HOG0002577	OG0002440	-	53503-Pc.00g001480.m01.polypeptide.OG0003442	Pc21g03310
N0.HOG0002578	OG0002441	-	53503-Pc.00g001470.m01.polypeptide.OG0003443	Pc21g03320
N0.HOG0002579	OG0002442	-	53503-Pc.00g001460.m01.polypeptide.OG0003444	Pc21g03330
N0.HOG0002580	OG0002443	-	53503-Pc.00g001450.m01.polypeptide.OG0003445	Pc21g03340
N0.HOG0002581	OG0002444	-	53503-Pc.00g001420.m01.polypeptide.OG0003446	Pc21g03370
N0.HOG0002582	OG0002445	-	53503-Pc.00g001430.m01.polypeptide.OG0003447	Pc21g03360
N0.HOG0002583	OG0002446	-	53503-Pc.00g001410.m01.polypeptide.OG0003448	Pc21g03380
N0.HOG0002584	OG0002447	-	53503-Pc.00g001400.m01.polypeptide.OG0003449	Pc21g03390
N0.HOG0002585	OG0002448	-	53503-Pc.00g001390.m01.polypeptide.OG0003450	Pc21g03400
N0.HOG0002586	OG0002449	-	53503-Pc.00g001370.m01.polypeptide.OG0003451	Pc21g03430
N0.HOG0002587	OG0002450	-	53503-Pc.00g001360.m01.polypeptide.OG0003452	Pc21g03440
N0.HOG0002588	OG0002451	-	53503-Pc.00g001350.m01.polypeptide.OG0003453	Pc21g03450
N0.HOG0002589	OG0002452	-	53503-Pc.00g001340.m01.polypeptide.OG0003454	PIF1
N0.HOG0002590	OG0002453	-	53503-Pc.00g001330.m01.polypeptide.OG0003455	Pc21g03470
N0.HOG0002591	OG0002454	-	53503-Pc.00g001260.m01.polypeptide.OG0003456	Pc21g03550
N0.HOG0002592	OG0002455	-	53503-Pc.00g001270.m01.polypeptide.OG0003457	Pc21g03540
N0.HOG0002593	OG0002456	-	53503-Pc.00g001300.m01.polypeptide.OG0003460	Pc21g03500
N0.HOG0002594	OG0002457	-	53503-Pc.00g026710.m01.polypeptide.OG0003461	Pc21g07530
N0.HOG0002595	OG0002458	-	53503-Pc.00g026720.m01.polypeptide.OG0003462	Pc21g07550
N0.HOG0002596	OG0002459	-	53503-Pc.00g026730.m01.polypeptide.OG0003463	Pc21g07560
N0.HOG0002597	OG0002460	-	53503-Pc.00g026740.m01.polypeptide.OG0003464	Pc21g07570
N0.HOG0002598	OG0002461	-	53503-Pc.00g026770.m01.polypeptide.OG0003465	Pc21g07620
N0.HOG0002599	OG0002462	-	53503-Pc.00g026780.m01.polypeptide.OG0003466	Pc21g07630
N0.HOG0002600	OG0002463	-	53503-Pc.00g026800.m01.polypeptide.OG0003468	Pc21g07650
N0.HOG0002601	OG0002464	-	53503-Pc.00g026810.m01.polypeptide.OG0003469	Pc21g07660
N0.HOG0002602	OG0002465	-	53503-Pc.00g026820.m01.polypeptide.OG0003470	Pc21g07670
N0.HOG0002603	OG0002466	-	53503-Pc.00g026850.m01.polypeptide.OG0003473	Pc21g07700
N0.HOG0002604	OG0002467	-	53503-Pc.00g026930.m01.polypeptide.OG0003476	Pc21g07790
N0.HOG0002605	OG0002468	-	53503-Pc.00g026940.m01.polypeptide.OG0003477	Pc21g07810
N0.HOG0002606	OG0002469	-	53503-Pc.00g001080.m01.polypeptide.OG0003478	Pc21g04290
N0.HOG0002607	OG0002470	-	53503-Pc.00g001090.m01.polypeptide.OG0003479	Pc21g04280
N0.HOG0002608	OG0002471	-	53503-Pc.00g060590.m01.polypeptide.OG0003481	Pc18g03050
N0.HOG0002609	OG0002472	-	53503-Pc.00g011890.m01.polypeptide.OG0003483	Pc22g12400
N0.HOG0002610	OG0002473	-	53503-Pc.00g011910.m01.polypeptide.OG0003484	Pc22g12380
N0.HOG0002611	OG0002474	-	53503-Pc.00g011970.m01.polypeptide.OG0003486	Pc22g12270
N0.HOG0002612	OG0002475	-	53503-Pc.00g095880.m01.polypeptide.OG0003487	Pc22g12250
N0.HOG0002613	OG0002476	-	53503-Pc.00g058640.m01.polypeptide.OG0003489	Pc22g12190
N0.HOG0002614	OG0002477	-	53503-Pc.00g058650.m01.polypeptide.OG0003490	Pc22g12180
N0.HOG0002615	OG0002478	-	53503-Pc.00g058660.m01.polypeptide.OG0003491	Pc22g18300
N0.HOG0002616	OG0002479	-	53503-Pc.00g058670.m01.polypeptide.OG0003492	Pc22g12150
N0.HOG0002617	OG0002480	-	53503-Pc.00g058680.m01.polypeptide.OG0003493	Pc22g12140
N0.HOG0002618	OG0002481	-	53503-Pc.00g058690.m01.polypeptide.OG0003494	Pc22g12130
N0.HOG0002619	OG0002482	-	53503-Pc.00g058700.m01.polypeptide.OG0003495	Pc22g12120
N0.HOG0002620	OG0002483	-	53503-Pc.00g058710.m01.polypeptide.OG0003496	Pc22g12110
N0.HOG0002621	OG0002484	-	53503-Pc.00g058730.m01.polypeptide.OG0003497	Pc22g12090
N0.HOG0002622	OG0002485	-	53503-Pc.00g100300.m01.polypeptide.OG0003498	Pc22g11930
N0.HOG0002623	OG0002486	-	53503-Pc.00g023250.m01.polypeptide.OG0003499	Pc22g11900
N0.HOG0002624	OG0002487	-	53503-Pc.00g023220.m01.polypeptide.OG0003501	Pc22g11860
N0.HOG0002625	OG0002488	-	53503-Pc.00g023210.m01.polypeptide.OG0003502	Pc22g11850
N0.HOG0002626	OG0002489	-	53503-Pc.00g023200.m01.polypeptide.OG0003503	Pc22g11840
N0.HOG0002627	OG0002490	-	53503-Pc.00g023190.m01.polypeptide.OG0003504	Pc22g11830
N0.HOG0002628	OG0002491	-	53503-Pc.00g023170.m01.polypeptide.OG0003505	PCH_Pc22g11790
N0.HOG0002629	OG0002492	-	53503-Pc.00g023160.m01.polypeptide.OG0003506	Pc22g11780
N0.HOG0002630	OG0002493	-	53503-Pc.00g023150.m01.polypeptide.OG0003507	Pc22g11740
N0.HOG0002631	OG0002494	-	53503-Pc.00g023140.m01.polypeptide.OG0003508	Pc22g11730
N0.HOG0002632	OG0002495	-	53503-Pc.00g054280.m01.polypeptide.OG0003509	Pc22g06790
N0.HOG0002633	OG0002496	-	53503-Pc.00g023100.m01.polypeptide.OG0003511	Pc22g11690
N0.HOG0002634	OG0002497	-	53503-Pc.00g023090.m01.polypeptide.OG0003512	Pc22g11680
N0.HOG0002635	OG0002498	-	53503-Pc.00g023080.m01.polypeptide.OG0003513	Pc22g11670
N0.HOG0002636	OG0002499	-	53503-Pc.00g023070.m01.polypeptide.OG0003514	Pc22g11660
N0.HOG0002637	OG0002500	-	53503-Pc.00g055350.m01.polypeptide.OG0003515	Pc22g15440
N0.HOG0002638	OG0002501	-	53503-Pc.00g055370.m01.polypeptide.OG0003516	Pc22g15460
N0.HOG0002639	OG0002502	-	53503-Pc.00g055380.m01.polypeptide.OG0003517	Pc22g15470
N0.HOG0002640	OG0002503	-	53503-Pc.00g091050.m01.polypeptide.OG0003519	Pc12g14830
N0.HOG0002641	OG0002504	-	53503-Pc.00g091040.m01.polypeptide.OG0003520	Pc12g14820
N0.HOG0002642	OG0002505	-	53503-Pc.00g091030.m01.polypeptide.OG0003521	Pc12g14810
N0.HOG0002643	OG0002506	-	53503-Pc.00g091010.m01.polypeptide.OG0003522	Pc12g14770
N0.HOG0002644	OG0002507	-	53503-Pc.00g006470.m01.polypeptide.OG0003525	Pc21g06460
N0.HOG0002645	OG0002508	-	53503-Pc.00g006480.m01.polypeptide.OG0003526	Pc21g06450
N0.HOG0002646	OG0002509	-	53503-Pc.00g006500.m01.polypeptide.OG0003528	Pc21g06430
N0.HOG0002647	OG0002510	-	53503-Pc.00g006510.m01.polypeptide.OG0003529	Pc21g06420
N0.HOG0002648	OG0002511	-	53503-Pc.00g006520.m01.polypeptide.OG0003530	Pc21g06410
N0.HOG0002649	OG0002512	-	53503-Pc.00g006530.m01.polypeptide.OG0003531	Pc21g06400
N0.HOG0002650	OG0002513	-	53503-Pc.00g006550.m01.polypeptide.OG0003532	Pc21g06380
N0.HOG0002651	OG0002514	-	53503-Pc.00g006560.m01.polypeptide.OG0003533	Pc21g06370
N0.HOG0002652	OG0002515	-	53503-Pc.00g097780.m01.polypeptide.OG0003536	Pc13g01750
N0.HOG0002653	OG0002516	-	53503-Pc.00g039700.m01.polypeptide.OG0003537	Pc13g01780
N0.HOG0002654	OG0002517	-	53503-Pc.00g039690.m01.polypeptide.OG0003538	Pc13g01790
N0.HOG0002655	OG0002518	-	53503-Pc.00g039660.m01.polypeptide.OG0003540	Pc13g01830
N0.HOG0002656	OG0002519	-	53503-Pc.00g039620.m01.polypeptide.OG0003541	Pc13g01890
N0.HOG0002657	OG0002520	-	53503-Pc.00g039480.m01.polypeptide.OG0003542	Pc13g02170
N0.HOG0002658	OG0002521	-	53503-Pc.00g100560.m01.polypeptide.OG0003544	Pc13g02200
N0.HOG0002659	OG0002522	-	53503-Pc.00g009700.m01.polypeptide.OG0003546	Pc12g08790
N0.HOG0002660	OG0002523	-	53503-Pc.00g009710.m01.polypeptide.OG0003547	Pc12g08800
N0.HOG0002661	OG0002524	-	53503-Pc.00g009720.m01.polypeptide.OG0003548	Pc12g08810
N0.HOG0002662	OG0002525	-	53503-Pc.00g009730.m01.polypeptide.OG0003549	Pc12g08820
N0.HOG0002663	OG0002526	-	53503-Pc.00g009740.m01.polypeptide.OG0003550	Pc12g08830
N0.HOG0002664	OG0002527	-	53503-Pc.00g009810.m01.polypeptide.OG0003554	Pc12g08930
N0.HOG0002665	OG0002528	-	53503-Pc.00g009820.m01.polypeptide.OG0003555	Pc15g02030
N0.HOG0002666	OG0002529	-	53503-Pc.00g009830.m01.polypeptide.OG0003556	Pc12g08950
N0.HOG0002667	OG0002530	-	53503-Pc.00g009960.m01.polypeptide.OG0003559	Pc12g09070
N0.HOG0002668	OG0002531	-	53503-Pc.00g009980.m01.polypeptide.OG0003560	Pc16g03900
N0.HOG0002669	OG0002532	-	53503-Pc.00g009990.m01.polypeptide.OG0003561	Pc12g09130
N0.HOG0002670	OG0002533	-	53503-Pc.00g010000.m01.polypeptide.OG0003562	Pc12g09140
N0.HOG0002671	OG0002534	-	53503-Pc.00g010020.m01.polypeptide.OG0003563	Pc12g09150
N0.HOG0002672	OG0002535	-	53503-Pc.00g010030.m01.polypeptide.OG0003564	Pc12g09160
N0.HOG0002673	OG0002536	-	53503-Pc.00g010050.m01.polypeptide.OG0003565	Pc12g09180
N0.HOG0002674	OG0002537	-	53503-Pc.00g010060.m01.polypeptide.OG0003566	Pc12g09190
N0.HOG0002675	OG0002538	-	53503-Pc.00g010080.m01.polypeptide.OG0003567	Pc12g09230
N0.HOG0002676	OG0002539	-	53503-Pc.00g010100.m01.polypeptide.OG0003568	Pc12g09270
N0.HOG0002677	OG0002540	-	53503-Pc.00g068630.m01.polypeptide.OG0003569	Pc13g11030
N0.HOG0002678	OG0002541	-	53503-Pc.00g068650.m01.polypeptide.OG0003570	Pc13g11010
N0.HOG0002679	OG0002542	-	53503-Pc.00g068660.m01.polypeptide.OG0003571	Pc13g11000
N0.HOG0002680	OG0002543	-	53503-Pc.00g068680.m01.polypeptide.OG0003572	Pc13g10980
N0.HOG0002681	OG0002544	-	53503-Pc.00g003020.m01.polypeptide.OG0003573	Pc13g10940
N0.HOG0002682	OG0002545	-	53503-Pc.00g003040.m01.polypeptide.OG0003574	Pc13g10920
N0.HOG0002683	OG0002546	-	53503-Pc.00g003110.m01.polypeptide.OG0003575	Pc13g10840
N0.HOG0002684	OG0002547	-	53503-Pc.00g003120.m01.polypeptide.OG0003576	Pc13g10830
N0.HOG0002685	OG0002548	-	53503-Pc.00g083890.m01.polypeptide.OG0003579	PCH_Pc13g12290
N0.HOG0002686	OG0002549	-	53503-Pc.00g083900.m01.polypeptide.OG0003580	Pc13g12280
N0.HOG0002687	OG0002550	-	53503-Pc.00g083930.m01.polypeptide.OG0003582	Pc13g12250
N0.HOG0002688	OG0002551	-	53503-Pc.00g083950.m01.polypeptide.OG0003583	Pc13g12230
N0.HOG0002689	OG0002552	-	53503-Pc.00g083970.m01.polypeptide.OG0003585	Pc13g12210
N0.HOG0002690	OG0002553	-	53503-Pc.00g083980.m01.polypeptide.OG0003586	Pc13g12200
N0.HOG0002691	OG0002554	-	53503-Pc.00g083990.m01.polypeptide.OG0003587	Pc13g12190
N0.HOG0002692	OG0002555	-	53503-Pc.00g085360.m01.polypeptide.OG0003588	Pc13g12180
N0.HOG0002693	OG0002556	-	53503-Pc.00g085380.m01.polypeptide.OG0003589	Pc13g12170
N0.HOG0002694	OG0002557	-	53503-Pc.00g085420.m01.polypeptide.OG0003590	Pc13g12130
N0.HOG0002695	OG0002558	-	53503-Pc.00g056990.m01.polypeptide.OG0003591	Pc13g12090
N0.HOG0002696	OG0002559	-	53503-Pc.00g056980.m01.polypeptide.OG0003592	Pc13g12080
N0.HOG0002697	OG0002560	-	53503-Pc.00g056920.m01.polypeptide.OG0003594	Pc13g12010
N0.HOG0002698	OG0002561	-	53503-Pc.00g056910.m01.polypeptide.OG0003595	Pc13g11990
N0.HOG0002699	OG0002562	-	53503-Pc.00g056820.m01.polypeptide.OG0003599	Pc13g11890
N0.HOG0002700	OG0002563	-	53503-Pc.00g092890.m01.polypeptide.OG0003601	Pc13g11820
N0.HOG0002701	OG0002564	-	53503-Pc.00g077270.m01.polypeptide.OG0003602	Pc13g12370
N0.HOG0002702	OG0002565	-	53503-Pc.00g077290.m01.polypeptide.OG0003604	Pc13g12390
N0.HOG0002703	OG0002566	-	53503-Pc.00g077300.m01.polypeptide.OG0003605	Pc13g12400
N0.HOG0002704	OG0002567	-	53503-Pc.00g085540.m01.polypeptide.OG0003609	Pc13g05270
N0.HOG0002705	OG0002568	-	53503-Pc.00g083460.m01.polypeptide.OG0003610	Pc13g05290
N0.HOG0002706	OG0002569	-	53503-Pc.00g044410.m01.polypeptide.OG0003611	Pc13g07150
N0.HOG0002707	OG0002570	-	53503-Pc.00g044420.m01.polypeptide.OG0003612	Pc13g07140
N0.HOG0002708	OG0002571	-	53503-Pc.00g044500.m01.polypeptide.OG0003613	Pc13g07040
N0.HOG0002709	OG0002572	-	53503-Pc.00g044510.m01.polypeptide.OG0003614	Pc13g07030
N0.HOG0002710	OG0002573	-	53503-Pc.00g044520.m01.polypeptide.OG0003615	Pc13g07020
N0.HOG0002711	OG0002574	-	53503-Pc.00g044530.m01.polypeptide.OG0003616	Pc13g07000
N0.HOG0002712	OG0002575	-	53503-Pc.00g044540.m01.polypeptide.OG0003617	Pc13g06990
N0.HOG0002713	OG0002576	-	53503-Pc.00g044570.m01.polypeptide.OG0003619	Pc13g06960
N0.HOG0002714	OG0002577	-	53503-Pc.00g044580.m01.polypeptide.OG0003620	Pc13g06950
N0.HOG0002715	OG0002578	-	53503-Pc.00g025880.m01.polypeptide.OG0003622	Pc13g06860
N0.HOG0002716	OG0002579	-	53503-Pc.00g025890.m01.polypeptide.OG0003623	Pc13g06840
N0.HOG0002717	OG0002580	-	53503-Pc.00g025900.m01.polypeptide.OG0003624	Pc13g06830
N0.HOG0002718	OG0002581	-	53503-Pc.00g025910.m01.polypeptide.OG0003625	Pc13g06810
N0.HOG0002719	OG0002582	-	53503-Pc.00g025940.m01.polypeptide.OG0003626	Pc13g06770
N0.HOG0002720	OG0002583	-	53503-Pc.00g025950.m01.polypeptide.OG0003627	Pc13g06760
N0.HOG0002721	OG0002584	-	53503-Pc.00g025960.m01.polypeptide.OG0003628	Pc13g06750
N0.HOG0002722	OG0002585	-	53503-Pc.00g025970.m01.polypeptide.OG0003629	Pc13g06740
N0.HOG0002723	OG0002586	-	53503-Pc.00g025980.m01.polypeptide.OG0003630	Pc13g06730
N0.HOG0002724	OG0002587	-	53503-Pc.00g026010.m01.polypeptide.OG0003631	Pc13g06680
N0.HOG0002725	OG0002588	-	53503-Pc.00g026020.m01.polypeptide.OG0003632	Pc13g06670
N0.HOG0002726	OG0002589	-	53503-Pc.00g026050.m01.polypeptide.OG0003635	Pc13g06620
N0.HOG0002727	OG0002590	-	53503-Pc.00g026070.m01.polypeptide.OG0003636	Pc13g06610
N0.HOG0002728	OG0002591	-	53503-Pc.00g026080.m01.polypeptide.OG0003637	Pc13g06600
